as_of_date,fiscal_year,region,borrower_country,borrower_country_code,project_id,project_name,procurement_type,procurement_category,procurement_method,product_line,wb_contract_number,major_sector,contract_description,contract_signing_date,supplier,supplier_country,supplier_country_code,total_contract_amount_usd,borrower_contract_reference_number,serialid
2013-07-21,2006,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1253282,"Public Administration, Law, and Justice",PRODUCTION OF THE DIGITAL CADATRAL MAPS,2005-07-29,GEODETSKI ZAVOD SLOVENIJE D.D.AND GEODETSKI ZAVOD D.D SPLIT,Slovenia,SI,127736.00,SGA/B2/ICB/05/01 LOT 1,105222
2013-07-21,2006,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1261541,"Public Administration, Law, and Justice",PROCUREMENT OF AERIAL PHOTOGRAPHY AND PRODUCTION OF ORTHOPHO,2006-03-16,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,164728.00,ICB/05/C1/G02,108312
2013-07-21,2006,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1261541,"Agriculture, fishing, and forestry",PROCUREMENT OF AERIAL PHOTOGRAPHY AND PRODUCTION OF ORTHOPHO,2006-03-16,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,76028.00,ICB/05/C1/G02,108354
2013-07-21,2006,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1261541,Education,PROCUREMENT OF AERIAL PHOTOGRAPHY AND PRODUCTION OF ORTHOPHO,2006-03-16,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,12671.00,ICB/05/C1/G02,108359
2013-07-21,2006,EUROPE AND CENTRAL ASIA,Montenegro,ME,P084597,Education Reform Project (Montenegro),Miscellaneous,Goods,International Competitive Bidding,IBRD/IDA,1255865,Education,SCHOOL FURNITURE,2005-08-25,GONZAGA-PRO D.O.O AND MENADO D.O.O.,Slovenia,SI,368434.00,SAM-MERP-4048YF-ICB-A17-G-05,109454
2013-07-21,2006,EUROPE AND CENTRAL ASIA,Montenegro,ME,P082223,Healthcare System Improvement Project (Montenegro),"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1260379,Health and other social services,TA TO ASSIST IN IMPLEMENTING THE PHC PROVIDER PAYMENT METHOD,2006-02-10,ZAVOD ZA ZDRAVSTVENO ZAVAROVANJE SLOVENIJE,Slovenia,SI,74486.00,SAM-MHSIP-3918YF-IC-S-06-B1,109455
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P071004,Social Insurance Technical Assistance Project,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1265910,"Public Administration, Law, and Justice",TECHNICAL ASSISTANCE FOR WORKSHOP ON DRG EXPERIENCE FROM CRO,2007-03-12,INDIVIDUAL CONSULTANT,Slovenia,SI,6340.00,BA/FBIH/SITAP/CS/IC-39A/07,114463
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Bulgaria,BG,P102160,Social Sectors Institutional Reform Development Policy Loan,Training/Knowledge Transfer,Consultant Services,Single Source Selection,IBRD/IDA,1273539,Health and other social services,CONSULTANT FOR BG HEALTHSECTOR ROUNDTABLE,2007-11-29,DORJAN MARUSIC,Slovenia,SI,3536.00,MC-83.1,114639
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1268668,"Agriculture, fishing, and forestry",CADASTRAL SERVICES FOR PRODUCTION OF THE DIGITAL CADASTRAL M,2007-06-27,GEODETSKI ZAVOD SLOVENIJE D.D.,Slovenia,SI,79501.00,SGA/B4/ICB/07/01 LOT 1,115105
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1268668,"Public Administration, Law, and Justice",CADASTRAL SERVICES FOR PRODUCTION OF THE DIGITAL CADASTRAL M,2007-06-27,GEODETSKI ZAVOD SLOVENIJE D.D.,Slovenia,SI,119252.00,SGA/B4/ICB/07/01 LOT 1,115107
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1268671,"Agriculture, fishing, and forestry",CADASTRAL SERVICES FOR PRODUCTION OF THE DIGITAL CADASTRAL M,2007-06-27,GEODETSKI ZAVOD SLOVENIJE D.D.,Slovenia,SI,82007.00,SGA/B4/ICB/07/01 LOT 2,115109
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1268671,"Public Administration, Law, and Justice",CADASTRAL SERVICES FOR PRODUCTION OF THE DIGITAL CADASTRAL M,2007-06-27,GEODETSKI ZAVOD SLOVENIJE D.D.,Slovenia,SI,123011.00,SGA/B4/ICB/07/01 LOT 2,115111
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1269721,"Agriculture, fishing, and forestry",SUPPLY AND INSTALLATION OF THE REAL PROPERTY REGISTRATION AN,2007-05-29,IGEA D.O.O.,Slovenia,SI,339854.00,MOJ-SGA-C/ICB/1ST/06/01,115120
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Croatia,HR,P067149,Real Property Registration & Cadastre Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1269721,"Public Administration, Law, and Justice",SUPPLY AND INSTALLATION OF THE REAL PROPERTY REGISTRATION AN,2007-05-29,IGEA D.O.O.,Slovenia,SI,509781.00,MOJ-SGA-C/ICB/1ST/06/01,115123
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Montenegro,ME,P082223,Healthcare System Improvement Project (Montenegro),Training/Knowledge Transfer,Consultant Services,Single Source Selection,IBRD/IDA,1266150,Health and other social services,IMPLEMENTATION SPECIALIST FOR TRAINING,2007-03-16,IGOR SVAB,Slovenia,SI,5994.00,SAM-MHSIP-3918 YF-IC-S-06-B18.4,116628
2013-07-21,2007,EUROPE AND CENTRAL ASIA,Montenegro,ME,P082223,Healthcare System Improvement Project (Montenegro),Training/Knowledge Transfer,Consultant Services,Single Source Selection,IBRD/IDA,1269257,Health and other social services,IMPLEMENTATION SPECIALIST FOR TRAINING,2007-06-27,IGOR SVAB,Slovenia,SI,26181.00,SAM-MHSIP-3918 YF-IC-S-06-B18.5,116629
2013-07-21,2008,SOUTH ASIA,Afghanistan,AF,P083720,Emergency Communications Development Project,CTT,Consultant Services,Individual,IBRD/IDA,1277611,Information and communications,CONSULTANT FOR THE AFGHAN POSTAL COMMISSION,2007-11-18,INDIVIDUAL CONSULTANT,Slovenia,SI,78000.00,,118528
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Albania,AL,P054736,Agriculture Services Project,Project Management,Consultant Services,Individual,IBRD/IDA,1273859,"Public Administration, Law, and Justice",CONSULTING SERVICES TO SUPPORT THE INTEGRATIONI OF COMPETIT,2008-02-15,INDIVIDUAL CONSULTANT,Slovenia,SI,32220.00,ASP-AK,118671
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Albania,AL,P078949,TRANSPORT PROJECT,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1268826,Transportation,CONSTRUCTION OF SKURAJ - RUBIK ROAD WORKS,2007-09-27,SCT D.D.,Slovenia,SI,7644723.00,09/29/2007TP/CW/2006/2 (LOT-2),118705
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Albania,AL,P078949,TRANSPORT PROJECT,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1272256,Transportation,ROAD WORKS ON RUBIK - RRESHEN ROAD LOT-3,2008-03-21,CGP D.D.,Slovenia,SI,10641267.00,CONTRACT NO. TP/CW/2006/3,118709
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P079161,Forest Development & Conservation Project,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1270794,"Agriculture, fishing, and forestry",CONSULTING SERVICES FOR SUPPORT AND COORDINATION OF PHASE 2,2007-04-06,MILAN HOCEVAR,Slovenia,SI,53194.00,BA-FDCP-DC-BH-CS-07-BOS3779-NFI-,119586
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P079161,Forest Development & Conservation Project,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1277694,"Agriculture, fishing, and forestry",CONSULTING SERVICES FOR SUPPORT AND COORDINATION OF PHASE 2,2008-05-20,MILAN HOCEVAR,Slovenia,SI,261282.00,BA-ADD.FIN.-DC-BH-CS-08-BOS37791,119587
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P083353,Urban Infrastructure & Service Delivery Project,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1268641,"Water, sanitation and flood protection",PROCUREMENT OF NECESSARY BASIC MATERIAL FOR CONSTRUCTION OF,2007-09-03,ZAGOZEN,Slovenia,SI,101842.00,PALE-ICB-18-G-07-3954 BOS,119589
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Kosovo,XK,P104871,IDF-Capacity Building in Kosovo's Public Sector Accounting,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,Institutional Development Fund,1273854,"Public Administration, Law, and Justice",CONSULTING SERVICES FOR DEVELOPING CAPACITY IN THE PUBLIC SE,2008-01-10,THE CENTER OF EXCELLENCE IN FINANCE,Slovenia,SI,156193.00,CONSULTING SERVICES,122934
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P079552,Business Environment Reform & Institution Strengthening Proj,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1295482,Industry and trade,"Competitiveness indicators for industrial policy
unit",2008-07-23,INSTITUTE FOR ECONOMIC RESEARCH,Slovenia,SI,126685.00,#,123254
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P079552,Business Environment Reform & Institution Strengthening Proj,Policy and Strategy,Consultant Services,Individual,IBRD/IDA,1272551,Industry and trade,DEVELOPMENT OF THE STRATEGY FOR INDUSTRIAL POLICY,2008-01-14,INDIVIDUAL CONSULTANT,Slovenia,SI,58100.00,Jul-44,123255
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,"Services, Small Works",Civil Works,International Competitive Bidding,IBRD/IDA,1270792,"Agriculture, fishing, and forestry",PREPARATION AND UPDATING OF CADASTRAL MAPS AND CADASTRE FOR,2007-07-31,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,348728.00,ICB-07,123257
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1270637,"Public Administration, Law, and Justice",PREPARATION AND UPDATING OF CADASTRAL MAPS,2007-10-30,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,592700.00,ICB-07-C1-TS05-1-A-2-1,123267
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1279732,"Public Administration, Law, and Justice",PREPARATION AND UPDATING OF CADASTRAL MAPS AND CADASTRE FOR,2007-07-26,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,460674.00,MK-ICB-07-C1-TS-05-1-A-2-3,123274
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1283812,"Public Administration, Law, and Justice",Prodaction of geodetic report from the survey in function of,2009-03-25,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,287110.00,ICB-08-C1-TS05-1A2-6 LOT 4,123277
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083499,RAILWAYS REFORM,"Works, Installation & Erection",Civil Works,National Competitive Bidding,IBRD/IDA,1274160,Transportation,SUPPLY AND INSTALLATION OF CENTRAL TRAFFIC CONTROL SYSTEM TA,2007-10-10,ISKRA SISTEMI D.D.,Slovenia,SI,1042100.00,SUPPLY & INSTALL CONTRACT,123281
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P101216,Agriculture Strengthening and Accession Project,"Feasibility studies, Design Studies",Consultant Services,CQS,IBRD/IDA,1272613,"Agriculture, fishing, and forestry",CONSULTING SERVICES FOR FARM REGISTRY DESIGN,2008-01-16,COSYLAB D.D.,Slovenia,SI,132620.00,FARM REGISTER,123319
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P101216,Agriculture Strengthening and Accession Project,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1273090,"Agriculture, fishing, and forestry",DEVELOPMENT OF AN OVERALL ICT STRATEGY FOR THE NEEDS OF THE,2008-02-05,INDIVIDUAL CONSULTANT,Slovenia,SI,17279.00,MK-ASAP-C2-IC-CS6,123324
2013-07-21,2008,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P104870,Capacity Building in FYR Macedonia's Public Sector Accountin,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,Institutional Development Fund,1273852,"Public Administration, Law, and Justice",CONSULTING SERVICES FOR DEVELOPMENT OF CAPACITY IN PUBLIC SE,2007-12-21,THE CENTER OF EXCELLENCE IN FINANCE,Slovenia,SI,156238.00,CONSULTING SERVICES,123339
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Moldova,MD,P104873,IDF-Capacity Building in Moldova's Public Sector Accounting,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,Institutional Development Fund,1273787,"Public Administration, Law, and Justice",CONSULTING SERVICES FOR DEVELOPMENT OF CAPACITY IN PUBLIC SE,2007-10-08,THE CENTER OF EXCELLENCE IN FINANCE,Slovenia,SI,156238.00,CONSULTING SERVICES,123862
2013-07-21,2008,EUROPE AND CENTRAL ASIA,Montenegro,ME,P082223,Healthcare System Improvement Project (Montenegro),"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1269694,Health and other social services,TECHNICAL ASSISTANCE IN DESIGN AND PRODUCTION OF THE NATIONA,2007-07-05,INDIVIDUAL CONSULTANT,Slovenia,SI,40435.00,SAM-MHSIP-3918 YF-CIDA-IC-S-07-A,123974
2013-07-21,2009,AFRICA,Africa,3A,P069258,3A-Southern Afr Power Mrkt APL 1 (FY04),CDS,Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1284439,Energy and mining,DETAILED DIAGNOSIS OF THE EXISTING SAPMP LINES (DIAGNOSTIC D,2009-06-18,FLYCOM D.O.O,Slovenia,SI,1196955.00,2289/SAPMP/SNEL-BCECOM/DG/DPM/JP,127654
2013-07-21,2009,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P055434,Small-Scale Commercial Agriculture Development Project,"Equipment, Agricultural",Goods,International Competitive Bidding,IBRD/IDA,1284815,"Agriculture, fishing, and forestry",PROCUREMENT OF SORTING LINE FOR FRUITS AND VEGETABLES,2009-03-06,FRIGOPAK,Slovenia,SI,112176.00,BA-SSCADP-BOS-3742-ICB-SA-08-VS-,128770
2013-07-21,2009,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P101213,Agriculture and Rural Development Project,Project Management,Consultant Services,Individual,IBRD/IDA,1288381,"Agriculture, fishing, and forestry",Project Management Mid-term Agricultural Extension Strategie,2009-07-13,INDIVIDUAL CONSULTANT,Slovenia,SI,37031.00,BA-ARDP-4325BOS-IC-CS-09-029,129060
2013-07-21,2009,EUROPE AND CENTRAL ASIA,Croatia,HR,P091715,Agricultural Acquis Cohesion Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1277679,"Agriculture, fishing, and forestry",SUPPLY AND INSTALLATION OF APPLISUPPLY AND INSTALLATION OF A,2008-08-26,COSYLAB D.D.,Slovenia,SI,655076.00,CAACP/ICB/SOFT/1,130597
2013-07-21,2009,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P082337,ECSEE APL 3 - FYR Macedonia,"Management Advice, Technical/Operation A",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1281800,Energy and mining,TA FOR UNBUNDLING OF SUBSTATIONS FROM DISTRIBUTION AND GENER,2009-05-05,IBE CONSULTING ENGINEERS,Slovenia,SI,123838.00,PACKAGE 9,132876
2013-07-21,2009,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083126,Real Estate Cadastre & Registration Project,Miscellaneous,Goods,International Competitive Bidding,IBRD/IDA,1286641,"Public Administration, Law, and Justice",Production of Geodetic Reports from the Survey in Function o,2009-06-30,GEODETSKI ZAVOD SLOVENIJE,Slovenia,SI,320328.00,ICB-09-C1-TS05-1A2-7 LOT2 AND 1,132881
2013-07-21,2009,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083499,RAILWAYS REFORM,"Equipment, Electrical",Goods,Limited International Bidding,IBRD/IDA,1283579,Transportation,Procurement of Remotorization and Modernization of Diesel-El,2009-04-15,SZ-CENTRALNE DELAVNICE LJUBLJANA D.O.O,Slovenia,SI,3171373.00,IFB NO. MRT/NCS5/08-08,132886
2013-07-21,2009,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P091723,Second Trade and Transport Facilitation Project,"Works, Installation & Erection",Civil Works,International Competitive Bidding,IBRD/IDA,1279304,Transportation,SUPPLY AND INSTALLATION OF RAILWAY INFRASTRUCTURE TELECOMMUN,2008-11-04,MASTERLINE DOO,Slovenia,SI,1161026.00,ICB NO. RITIN 2007/1,132903
2013-07-21,2009,EUROPE AND CENTRAL ASIA,Montenegro,ME,P106899,Energy Community of South East Europe APL 3 - Montenegro Pro,"Equipment, Energy Exploration, Productio",Goods,International Competitive Bidding,IBRD/IDA,1281270,Energy and mining,POWER TRANSFORMER 110/35 KV 20 MVA (LOT 1),2009-01-29,KOLEKTOR ETRA D.O.O.,Slovenia,SI,594308.00,30-00-733 (LOT 1),133638
2013-07-21,2010,AFRICA,Africa,3A,P069258,3A-Southern Afr Power Mrkt APL 1 (FY04),"Management Advice, Technical/Operation A",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1297586,Energy and mining,ASSISTANCE TO SNEL DURING THE IMPLEMENTATION OF OF OPGW & EX,2010-06-24,FLYCOM D.O.O,Slovenia,SI,279004.00,2503/SAPMP/SNEL-BCECO/DPM/JPKM/2,138058
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P057950,Solid Waste Management Project,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1285764,"Water, sanitation and flood protection",Supply of Waste Collection Vehicle 12m DAF LF 55 (chassis) +,2009-07-20,ATRIK D.O.O. LJUBLIJANA,Slovenia,SI,375896.00,BA-SWM-ICB-161-G-09-3672-BOS/TZ,139637
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P057950,Solid Waste Management Project,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1285959,"Water, sanitation and flood protection",Supply of equipment for sanitary landfill and improved waste,2009-08-04,ATRIK D.O.O. LJUBLIJANA,Slovenia,SI,154050.00,BA-SWM-ICB-161-G-09-3672-BOS/TZ,139638
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P083353,Urban Infrastructure & Service Delivery Project,"Works, Infrastructure",Civil Works,International Competitive Bidding,IBRD/IDA,1300208,"Water, sanitation and flood protection",Construction of Drinking Water Treatment Plant for Teocak Mu,2010-05-20,ESOT DOO,Slovenia,SI,461221.00,TUZLA-ICB-46-W-09-3954 BOS,139696
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P083353,Urban Infrastructure & Service Delivery Project,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1297212,"Water, sanitation and flood protection",Lot 1 = Procurement of Pipes,2010-06-30,CMC EKOCON D.O.O.,Slovenia,SI,783706.00,BOSKRUPA-ICB-59-G-010-3954 BOS (,139716
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P083353,Urban Infrastructure & Service Delivery Project,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1297213,"Water, sanitation and flood protection",Lot 3 = Procurement of Water Pumps,2010-06-30,CMC EKOCON D.O.O.,Slovenia,SI,49516.00,BOSKRUPA-ICB-59-G-010-3954 BOS (,139717
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P083353,Urban Infrastructure & Service Delivery Project,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1297214,"Water, sanitation and flood protection",Lot 4 = Procurement of Water Meters,2010-06-30,CMC EKOCON D.O.O.,Slovenia,SI,23192.00,BOSKRUPA-ICB-59-G-010-3954 BOS (,139718
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P111780,Enhancing SME Access to Finance,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1286021,Finance,Assisting in settling up Framework for Industrial Zones,2009-07-27,ANTEJA ECG D.O.O.,Slovenia,SI,115544.00,CQ-CS-09-05,139860
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P043195,Rijeka Gateway Project,"Works, Infrastructure",Civil Works,International Competitive Bidding,IBRD/IDA,1289684,Transportation,CONSTRUCTION OF BRAJDICA CONTAINER TERMINAL EXTENSION SECTIO,2009-12-21,PRIMORJE,Slovenia,SI,12898872.00,RGP-CW-048/08-ICB,141768
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P071461,CROATIA - ENERGY EFFICIENCY PROJECT (GEF),"Equipment, Electrical",Goods,SHOP,Global Environment Project,1295401,Energy and mining,Delivery of Equipment & Services for Technical & Economic Op,2010-06-10,EL-TEC MULEJ D.O.O.,Slovenia,SI,1579057.00,CONTRACT NO. E-W-06/10,141780
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P079978,ENERGY EFFICIENCY PROJECT (IBRD),"Equipment, Energy Exploration, Productio",Goods,SHOP,IBRD/IDA,1297149,Energy and mining,Delivery of Equipment & Services for Technical & Economic Op,2010-06-10,EL-TEC MULEJ D.O.O.,Slovenia,SI,67430.00,CONTRACT NO. E.W-06/10,141806
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P080258,Science & Technology Project,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1301975,Industry and trade,Revision of RBI's operational and R&D processes,2010-07-05,CREA,Slovenia,SI,52994.00,116/2010 (RBI CONS 18),141807
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P091715,Agricultural Acquis Cohesion Project,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1302947,"Agriculture, fishing, and forestry","Supply and Installation of Information Systems - Design, De",2010-05-14,SINERGISE,Slovenia,SI,191765.00,CAACP/ICB/PHYTO/1,141831
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P098948,Inland Waters Project,"Works, Installation & Erection",Civil Works,International Competitive Bidding,IBRD/IDA,1303716,"Water, sanitation and flood protection","Design, Supply and Install of WWTP of city of Nasice",2010-11-10,HIDROINZENIRING D.O.O.,Slovenia,SI,1379029.00,HV/ICB/N-CWG1,141849
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P098948,Inland Waters Project,Project Management,Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1299564,"Water, sanitation and flood protection",Preparation of project documentation for construction of WWT,2010-06-28,HIDROINZENIRING D.O.O.,Slovenia,SI,294476.00,HV/TA-A 3.1.1,141862
2013-07-21,2010,EUROPE AND CENTRAL ASIA,Croatia,HR,P102365,Rijeka Gateway II,"Works, Infrastructure",Civil Works,International Competitive Bidding,IBRD/IDA,1300326,Transportation,CONSTRUCTION OF BRAJDICA CONTAINER TERMINAL EXTENSION SECTIO,2009-12-21,PRIMORJE,Slovenia,SI,13526689.00,RGP-CW-048/08-ICB,141873
2013-07-21,2010,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P079552,Business Environment Reform & Institution Strengthening Proj,"Tender Documents, Procurement Assistance",Consultant Services,CQS,IBRD/IDA,1297555,"Public Administration, Law, and Justice",Technical Assistance in drafting a National Craft Strategy a,2010-06-07,INOA D.O.O.,Slovenia,SI,155063.00,TA CONTRACT,144427
2013-07-21,2010,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P079552,Business Environment Reform & Institution Strengthening Proj,"Equipment, Medical",Goods,International Competitive Bidding,IBRD/IDA,1297590,"Public Administration, Law, and Justice",Procurement of Metrology Equipment for the Bureau of Metrolo,2010-03-18,MICOM ELECTRONICS D.O.O.,Slovenia,SI,20364.00,CONTRACT NO. LOT-8,144432
2013-07-21,2010,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P079552,Business Environment Reform & Institution Strengthening Proj,"Equipment, Medical",Goods,International Competitive Bidding,IBRD/IDA,1297592,"Public Administration, Law, and Justice",Procurement of Metrology Equipment for the Bureau of Metrolo,2010-03-18,WILSONIC D.O.O.,Slovenia,SI,321226.00,CONTRACT LOT 5,144434
2013-07-21,2010,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P079552,Business Environment Reform & Institution Strengthening Proj,"Equipment, Medical",Goods,International Competitive Bidding,IBRD/IDA,1297594,"Public Administration, Law, and Justice",Procurement of Metrology Equipment for the Bureau of the Rep,2010-03-18,MICOM ELECTRONICS D.O.O.,Slovenia,SI,100536.00,CONTRACT LOT 11,144436
2013-07-21,2010,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P083499,RAILWAYS REFORM,Equipment Information Technology,Goods,Direct Contracting,IBRD/IDA,1292292,"Public Administration, Law, and Justice",Procurement of CTC VIDEOWALL,2010-03-04,ISKRA SISTEMI D.D.,Slovenia,SI,207480.00,CONTRACT NO. 01-DC-13/09,144467
2013-07-21,2010,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",MK,P098548,Second Programmatic Development Policy Loan,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1286846,Industry and trade,Technical Assistance for Advising on Establishment of Drug R,2009-07-15,INDIVIDUAL CONSULTANT,Slovenia,SI,36051.00,DTF - HIF 05,144537
